 -0.041667 -0.041667  1.041667
  0.000000 -0.083333  1.083333
  0.041667 -0.083333  1.041667
  0.041667 -0.083333  1.083333
  0.041667 -0.083333  1.041667
  0.083333 -0.083333  1.041667
  0.125000 -0.041667  1.041667
  0.166667 -0.041667  1.041667
  0.208333 -0.041667  1.041667
  0.250000 -0.041667  1.000000
  0.291667  0.000000  1.041667
  0.291667 -0.041667  1.041667
  0.250000 -0.041667  1.041667
  0.208333 -0.041667  1.041667
  0.208333 -0.041667  1.083333
  0.208333 -0.041667  1.041667
  0.250000 -0.041667  1.000000
  0.291667  0.000000  1.000000
  0.291667  0.000000  1.041667
  0.250000 -0.041667  1.041667
  0.208333 -0.041667  1.000000
  0.125000 -0.041667  1.000000
  0.125000 -0.041667  1.041667
  0.083333 -0.041667  1.041667
  0.041667 -0.041667  1.000000
  0.000000 -0.041667  1.000000
  0.000000 -0.041667  1.041667
 -0.041667 -0.041667  1.041667
 -0.041667 -0.041667  1.083333
 -0.083333 -0.041667  1.083333
 -0.083333 -0.041667  1.041667
 -0.041667 -0.041667  1.041667
 -0.041667  0.000000  1.041667
 -0.041667 -0.041667  1.083333
 -0.041667  0.000000  1.041667
  0.000000  0.000000  1.041667
  0.000000 -0.041667  1.083333
 -0.041667 -0.041667  1.041667
 -0.041667 -0.041667  1.083333
 -0.041667 -0.083333  1.083333
 -0.041667 -0.041667  1.083333
 -0.083333 -0.041667  1.083333
 -0.083333 -0.041667  1.041667
 -0.041667 -0.041667  1.041667
  0.000000 -0.041667  1.041667
 -0.041667 -0.041667  1.041667
  0.000000 -0.041667  1.000000
 -0.041667 -0.083333  1.041667
  0.000000 -0.083333  1.041667
 -0.041667 -0.041667  1.041667
 -0.041667 -0.083333  1.041667
 -0.041667 -0.041667  1.000000
 -0.041667 -0.083333  1.041667
 -0.041667 -0.041667  1.041667
 -0.041667 -0.083333  1.041667
 -0.041667 -0.041667  1.041667
 -0.041667 -0.083333  1.041667
 -0.083333 -0.083333  1.041667
 -0.083333 -0.041667  1.083333
