  0.041667 -0.240000  0.000000
 -0.083333 -0.360000 -0.440000
 -0.041667 -0.320000 -0.440000
  0.000000 -0.320000 -0.480000
  0.041667 -0.280000 -0.480000
  0.041667 -0.280000 -0.520000
  0.000000 -0.280000 -0.560000
  0.000000 -0.320000 -0.520000
 -0.041667 -0.320000 -0.480000
 -0.041667 -0.320000 -0.440000
 -0.041667 -0.320000 -0.400000
 -0.041667 -0.280000 -0.360000
  0.000000 -0.280000 -0.320000
  0.041667 -0.240000 -0.320000
  0.041667 -0.240000 -0.280000
  0.041667 -0.240000 -0.200000
  0.041667 -0.200000 -0.160000
  0.041667 -0.200000 -0.120000
  0.000000 -0.160000 -0.040000
 -0.041667 -0.120000  0.040000
  0.000000 -0.120000  0.080000
  0.000000 -0.120000  0.120000
  0.041667 -0.080000  0.160000
  0.041667 -0.080000  0.200000
  0.041667 -0.040000  0.280000
  0.041667 -0.040000  0.320000
  0.041667 -0.040000  0.360000
  0.000000 -0.040000  0.400000
 -0.041667 -0.040000  0.440000
 -0.083333 -0.040000  0.480000
 -0.125000 -0.040000  0.520000
 -0.166667 -0.040000  0.560000
 -0.125000 -0.040000  0.560000
 -0.125000 -0.040000  0.520000
 -0.166667 -0.040000  0.480000
 -0.166667 -0.040000  0.440000
 -0.166667  0.000000  0.440000
 -0.125000  0.000000  0.400000
 -0.125000  0.000000  0.360000
 -0.083333  0.000000  0.320000
 -0.041667  0.040000  0.280000
