 -0.791667 -0.083333  0.666667
  0.000000 -0.041667  1.000000
  0.000000 -0.041667  1.041667
  0.000000 -0.041667  1.000000
  0.000000  0.000000  1.041667
  0.041667  0.000000  1.041667
  0.000000 -0.041667  1.083333
  0.000000 -0.041667  1.125000
  0.000000 -0.083333  1.125000
  0.041667 -0.083333  1.208333
  0.041667 -0.083333  1.291667
  0.041667 -0.083333  1.458333
  0.000000 -0.083333  1.666667
  0.000000 -0.083333  1.958333
  0.041667 -0.041667  2.208333
  0.000000  0.000000  2.375000
  0.000000  0.041667  2.500000
  0.000000  0.083333  2.458333
  0.041667  0.125000  2.291667
  0.083333  0.166667  2.041667
  0.083333  0.166667  1.666667
  0.083333  0.166667  1.291667
  0.041667  0.083333  0.833333
 -0.041667  0.000000  0.458333
 -0.166667 -0.083333  0.166667
 -0.166667 -0.125000 -0.041667
 -0.083333 -0.125000 -0.125000
  0.000000 -0.125000 -0.041667
  0.041667 -0.083333  0.041667
  0.083333 -0.083333  0.166667
  0.125000 -0.083333  0.250000
  0.125000 -0.083333  0.416667
  0.083333 -0.125000  0.541667
  0.041667 -0.166667  0.625000
  0.000000 -0.208333  0.625000
  0.000000 -0.250000  0.708333
 -0.041667 -0.250000  0.750000
 -0.041667 -0.250000  0.833333
 -0.041667 -0.250000  0.958333
