 -0.291667 -0.291667  0.958333
 -0.125000 -0.125000  0.916667
 -0.208333 -0.125000  0.875000
 -0.250000 -0.125000  0.875000
 -0.250000 -0.166667  0.791667
 -0.333333 -0.166667  0.791667
 -0.375000 -0.208333  0.791667
 -0.375000 -0.208333  0.750000
 -0.375000 -0.166667  0.708333
 -0.416667 -0.166667  0.666667
 -0.375000 -0.166667  0.625000
 -0.291667 -0.125000  0.625000
 -0.250000 -0.083333  0.625000
 -0.208333 -0.083333  0.666667
 -0.166667 -0.083333  0.708333
 -0.125000 -0.083333  0.833333
 -0.083333 -0.083333  0.916667
  0.000000 -0.083333  1.041667
  0.083333 -0.041667  1.166667
  0.208333  0.041667  1.291667
  0.375000  0.083333  1.375000
  0.500000  0.166667  1.458333
  0.625000  0.208333  1.541667
  0.708333  0.250000  1.541667
  0.791667  0.291667  1.541667
  0.875000  0.333333  1.500000
  0.875000  0.375000  1.458333
  0.875000  0.416667  1.416667
  0.833333  0.458333  1.375000
  0.708333  0.416667  1.291667
  0.541667  0.375000  1.250000
  0.333333  0.291667  1.166667
  0.083333  0.208333  1.125000
 -0.416667  0.041667  1.000000
 -0.583333 -0.041667  0.958333
 -0.583333 -0.041667  1.000000
 -0.625000 -0.041667  1.041667
 -0.666667 -0.083333  1.083333
 -0.666667 -0.041667  1.166667
 -0.541667  0.000000  1.208333
 -0.416667  0.041667  1.250000
 -0.333333  0.083333  1.166667
 -0.250000  0.083333  1.166667
