 -0.416667 -0.083333  0.958333
 -0.166667 -0.083333  0.958333
 -0.125000 -0.083333  0.958333
 -0.125000 -0.041667  0.958333
 -0.166667 -0.041667  0.958333
 -0.166667 -0.041667  1.000000
 -0.166667 -0.041667  1.041667
 -0.125000 -0.041667  1.041667
 -0.125000 -0.041667  1.083333
 -0.083333 -0.041667  1.166667
 -0.083333 -0.041667  1.208333
 -0.125000 -0.041667  1.291667
 -0.125000 -0.041667  1.416667
 -0.125000 -0.041667  1.541667
 -0.166667  0.000000  1.708333
 -0.166667  0.000000  1.916667
 -0.166667  0.041667  2.083333
 -0.166667  0.083333  2.250000
 -0.125000  0.125000  2.333333
 -0.166667  0.125000  2.250000
 -0.208333  0.125000  2.083333
 -0.250000  0.125000  1.916667
 -0.250000  0.125000  1.666667
 -0.291667  0.083333  1.458333
 -0.250000  0.083333  1.166667
 -0.250000  0.041667  0.875000
 -0.208333  0.041667  0.666667
 -0.166667  0.000000  0.458333
 -0.166667 -0.041667  0.291667
 -0.125000 -0.083333  0.083333
 -0.125000 -0.125000 -0.041667
 -0.083333 -0.125000 -0.125000
  0.000000 -0.166667 -0.166667
  0.041667 -0.125000 -0.250000
  0.083333 -0.125000 -0.208333
  0.041667 -0.083333 -0.083333
  0.000000 -0.041667  0.083333
  0.041667  0.000000  0.375000
  0.000000  0.041667  0.666667
 -0.083333  0.041667  0.833333
 -0.166667  0.000000  1.041667
 -0.166667  0.000000  1.250000
 -0.125000  0.041667  1.541667
 -0.166667  0.041667  1.625000
 -0.250000  0.041667  1.750000
 -0.291667  0.041667  1.750000
 -0.250000  0.041667  1.750000
 -0.166667  0.083333  1.750000
 -0.083333  0.125000  1.750000
 -0.083333  0.125000  1.625000
 -0.125000  0.083333  1.458333
 -0.083333  0.083333  1.291667
 -0.125000  0.083333  1.166667
 -0.083333  0.083333  1.083333
 -0.083333  0.083333  1.041667
